archivo,empresa,fecha,descripcion,cantidad,precio_unitario,precio_total, pagina, fecha, empresa, descripcion, cantidad, precio_unitario, precio_total,_norm_archivo,pagina,filename_png
Proforma 0423-2024.pdf,Decameron,28 / 08 / 2024,"Tomatodo grande con logo a 1 color impreso. Tomatodo bidón de plástico, con tapa rosca con sujetador,  color negro traslúcido,  capacidad 1.89 lt. Decamer on",500.0,18.2,9100.0,,,,,,,,,,
Proforma 0423-2024.pdf,Decameron,28 / 08 / 2024,"Almohadilla de cuello con logo a 1 color impreso. Medidas:  38 x 26.5 cm. Descripción: Almohadilla de pana inflable. Colores: Rojo, negro, gris, verde y azul.      Decamer on",300.0,5.3,1590.0,,,,,,,,,,
Proforma 0423-2024.pdf,Decameron,28 / 08 / 2024,Taza recta 11 oz. Sublimada a full color. Presentación en caja de cartón Decamer on,300.0,7.7,2310.0,,,,,,,,,,
Proforma 0424-2021.pdf,Siemens,09 / 12 / 2021,Trofeo vidrio 20 cm. alto con impresión UV a color presentación en caja de cartón,35.0,65.0,2275.0,,,,,,,,,,
Proforma 0424-2022.pdf,Tren urbano de lima,15 / 07 / 2022,Roll screen impreso en banner 2 x 1 mts A full color impreso,6.0,140.0,840.0,,,,,,,,,,
Proforma 0424-2023.pdf,TREN URBANO DE LIMA S.A.,27/09 / 2023,Producción e instalación de señaléticas para vallas. Vinil adhesivo black out (fondo negro) trabajado en marca ARCLAD y laminado en mate ARCLAD. Medida referencial: 233cm x 82cm según necesidad y dimensión de valla. Horario de instalación: diurno,400.0,104.2,41680.0,,,,,,,,,,
Proforma 0424-2023.pdf,TREN URBANO DE LIMA S.A.,27/09 / 2023,Producción e instalación de jala vistas para TVM. Material: Impresión en vinil laminado mate a full color con celtex 3mm de 55x12cm pegado con cinta de doble contacto 3M.,67.0,15.3,1025.1,,,,,,,,,,
Proforma 0424-2023.pdf,TREN URBANO DE LIMA S.A.,27/09 / 2023,Producción e instalación de jala vistas para Boleterías. Material: Impresión en vinil laminado mate a full color con celtex 3mm de 55x12cm pegado con cinta de doble contacto 3M.,45.0,15.3,688.5,,,,,,,,,,
Proforma 0424-2023.pdf,TREN URBANO DE LIMA S.A.,27/09 / 2023,Producción e instalación de cenefas en trenes Material: Impresión Full color – Vinil adhesivo Latex y laminado mate ARCLAD Medida:120 cm x 20 cm,234.0,21.0,4914.0,,,,,,,,,,
Proforma 0424-2023.pdf,TREN URBANO DE LIMA S.A.,27/09 / 2023,Brandeo de luna de boleterías en estaciones. Material: impresión full color vinil ARCLAD y laminado mate ARCLAD. Medidas referenciales: 300 cm x 98 cm.,36.0,110.0,3960.0,,,,,,,,,,
Proforma 0424-2023.pdf,TREN URBANO DE LIMA S.A.,27/09 / 2023,Producción e instalación de viniles para biombos. Material: vinil black out laminado mate ARCLAD de 101 X 78 cm.,32.0,45.0,1440.0,,,,,,,,,,
Proforma 0424-2023.pdf,TREN URBANO DE LIMA S.A.,27/09 / 2023,"Traslado, armado y desarmado de biombos",4.0,200.0,800.0,,,,,,,,,,
Proforma 0424-2024.pdf,Oregon Foods,28/ 08/ 2024,,25.0,310.0,7750.0,,,,,,,,,,
Proforma 0424-2024.pdf,Oregon Foods,28/ 08/ 2024,100% polyester color negro y tirantes Oregon,200.0,36.0,7200.0,,,,,,,,,,
Proforma 0424-2024.pdf,Oregon Foods,28/ 08/ 2024,Oregon,200.0,16.0,3200.0,,,,,,,,,,
Proforma 0424-2024.pdf,Oregon Foods,28/ 08/ 2024,,100.0,9.9,990.0,,,,,,,,,,
Proforma 0424-2024.pdf,Oregon Foods,28/ 08/ 2024,"Colores en stock: Colores: Azul,",2000.0,7.0,14000.0,,,,,,,,,,
Proforma 0425-2021.pdf,Siemens,09 / 12 / 2021,Placas de aluminio flexible 01 diseños Medida 12 x 4 cm alto aproximadamente Impresión a 1 color serigrafiado al horno Siemens,6.0,22.5,135.0,,,,,,,,,,
Proforma 0425-2022.pdf,Teleperformance perú,15 / 07 / 2022,Cafetera Oster de 4 tazas. Contiene filtro. Luz indicadora de encendido y apagado. Garantía 1 año. Modelo: BVSTDCDR5B.,1.0,0.0,0.0,,,,,,,,,,
Proforma 0425-2023.pdf,TREN URBANO DE LIMA S.A.,27/09 / 2023,Servicio personal de apoyo 04 personas ( 2 Damas  - 2 Caballero) 8 horas de trabajo,20.0,900.0,18000.0,,,,,,,,,,
Proforma 0425-2024.pdf,Siemens,28 / 08 / 2024,"Tomatodo de metal con logo a 1 color impreso. Medidas:  Altura: 26.5 cm. Diámetro: 7 cm. (Aprox.) Descripción:  Tomatodo de Acero Inoxidable. Capacidad: 750 ml. (Aprox.) Colores: Blanco Mate, Negro Mate y Plateado Mate. Presentación del producto: Individual, en caja de cartón blanca. Siemens",30.0,21.3,639.0,,,,,,,,,,
Proforma 0425-2024.pdf,Siemens,28 / 08 / 2024,"Tomatodo plástico con logo a 1 color impreso. Cuerpo de color traslúcido, con tapa asa de color negro sólido  y sorbete interior blanco. Capacidad: 840 ml. Medidas: Altura: 27.8 cm. Diámetro: 7.5 cm. Siemens",30.0,17.5,525.0,,,,,,,,,,
Proforma 0425-2024.pdf,Siemens,28 / 08 / 2024,Tomatodo metal con logo a 1 color impreso. Medidas:  Altura: 23.5 cm. Diámetro: 7 cm. (Aprox.) Descripción:  Tomatodo de Acero Inoxidable. Capacidad: 650 ml. (Aprox.) Presentación en caja Siemens,30.0,19.5,585.0,,,,,,,,,,
Proforma 0425-2024B.pdf,Siemens Mobility,03 / 09 / 2024,Tomatodo metal con logo a 1 color de 2 cm x 5 cm.  impreso. Medidas:  Altura: 23.5 cm. Diámetro: 7 cm. (Aprox.) Descripción:  Tomatodo de Acero Inoxidable. Capacidad: 650 ml. (Aprox.) Presentación en caja Siemens,30.0,19.5,585.0,,,,,,,,,,
Proforma 0426-2021.pdf,Siemens,09 / 12 / 2021,Set 18 utensilios para parrilla Siemens,3.0,155.0,465.0,,,,,,,,,,
Proforma 0426-2021.pdf,Siemens,09 / 12 / 2021,Cilindro Asador Master Chico Magico - Reyems a,3.0,463.0,1389.0,,,,,,,,,,
Proforma 0426-2021.pdf,Siemens,09 / 12 / 2021,Caja China Junior Premium Caoba + Parrilla con sistema de levante 60x40x50 cm Grillcorp,3.0,533.9,1601.7,,,,,,,,,,
Proforma 0426-2021.pdf,Siemens,09 / 12 / 2021,Cafetera Dolce Gusto Piccolo XS Black Nestlé,3.0,335.0,1005.0,,,,,,,,,,
Proforma 0426-2021.pdf,Siemens,09 / 12 / 2021,Cooler 38L Azul Igloo,3.0,225.0,675.0,,,,,,,,,,
Proforma 0426-2021.pdf,Siemens,09 / 12 / 2021,Maleta castilla La canaster ía,2.0,238.0,476.0,,,,,,,,,,
Proforma 0426-2021.pdf,Siemens,09 / 12 / 2021,Cesta Punta Sal en ratán La canaster ía,2.0,332.1,664.2,,,,,,,,,,
Proforma 0426-2021.pdf,Siemens,09 / 12 / 2021,Cesta Gran Tentación La canaster ía,2.0,356.0,712.0,,,,,,,,,,
Proforma 0426-2021B.pdf,Siemens,10 / 12 / 2021,Set 18 utensilios para parrilla Siemens,3.0,150.0,450.0,,,,,,,,,,
Proforma 0426-2021B.pdf,Siemens,10 / 12 / 2021,Cilindro Asador Master Chico Magico - Reyems a,3.0,456.0,1368.0,,,,,,,,,,
Proforma 0426-2021B.pdf,Siemens,10 / 12 / 2021,Caja China Junior Premium Caoba + Parrilla con sistema de levante 60x40x50 cm Grillcorp,3.0,527.0,1581.0,,,,,,,,,,
Proforma 0426-2021B.pdf,Siemens,10 / 12 / 2021,Cafetera Dolce Gusto Piccolo XS Black Nestlé,3.0,327.0,981.0,,,,,,,,,,
Proforma 0426-2021B.pdf,Siemens,10 / 12 / 2021,Cooler 38L Azul Igloo,3.0,222.0,666.0,,,,,,,,,,
Proforma 0426-2021B.pdf,Siemens,10 / 12 / 2021,Maleta castilla La canaster ía,2.0,234.0,468.0,,,,,,,,,,
Proforma 0426-2021B.pdf,Siemens,10 / 12 / 2021,Cesta Punta Sal en ratán La canaster ía,2.0,327.0,654.0,,,,,,,,,,
Proforma 0426-2021B.pdf,Siemens,10 / 12 / 2021,Cesta Gran Tentación La canaster ía,2.0,350.0,700.0,,,,,,,,,,
Proforma 0426-2022.pdf,Siemens Energy,15 / 07 / 2021,"Lapiceros laser con logo a 1 color impreso. Medidas: Estuche: Largo 18cm, Ancho: 3.50 cm / Lapicero: Largo 14.50 cm. Diametro: 0.98 cm. Color de lapicero: Plateado. Color de estuche de metal: Plateado. Funciones: Puntero luz roja (Botón) Punta Lapicero tinta color negro Descripción del producto: Lapicero metálico de sistema giratorio, con 3 funciones, viene con estuche de metal y 3 pilas de repuesto. Presentación del Producto: Individual, en caja de cartón plastificado color plomo. Siemens Energy",50.0,15.4,770.0,,,,,,,,,,
Proforma 0426-2022.pdf,Siemens Energy,15 / 07 / 2021,Tomatodo plástico con logo a 1 color impreso. Tapa con asa. Capacidad: 860 ml. Medidas: Altura: 28 cm. Diámetro: 7.5 cm. Siemens Energy,50.0,14.5,725.0,,,,,,,,,,
Proforma 0426-2022.pdf,Siemens Energy,15 / 07 / 2021,Usb 8 gb con logo a 1 color impreso. Medidas: Altura: 5.4 cm. Ancho: 1.9 cm. Esp.: 1.1 cm. (Aprox.) Con estuche de plastico. Siemens Energy,50.0,30.1,1505.0,,,,,,,,,,
Proforma 0426-2022.pdf,Siemens Energy,15 / 07 / 2021,Cuaderno corporativo 15 x 21 cm Plastificado mate impresión full color portada y contraportada interior: - 100 hojas interiores membretadas extra blancas 75 gr. por cada cuaderno. (cuadriculadas o rayadas) (01 color) (ambos lados). - 02 encartes (calendario  + info personal) - couche 150 gr. full color Siemens Energy,50.0,21.5,1075.0,,,,,,,,,,
Proforma 0426-2022.pdf,Siemens Energy,15 / 07 / 2021,Tazas blancas rectas 11 oz,12.0,5.1,61.2,,,,,,,,,,
Proforma 0426-2024.pdf,Teleperformance,02 / 09/ 2024,105 Camisas manga larga en material Oxford parcela para caballero Composición 65% algodón 35% polyester Con logo bordado en el pecho sin bolsillos Talla S x 20 unids ( 46.00 x unidad ) Talla M x 30 unids ( 46.00 x unidad ) Talla L x 30 unids ( 46.00 x unidad ) Talla XL x 20 unids ( 48.00 x unidad ) Talla XXL x 5 unids ( 53.00 x unidad ) Language Line,1.0,4905.0,4905.0,,,,,,,,,,
Proforma 0426-2024.pdf,Teleperformance,02 / 09/ 2024,105 Camisas manga corta en material Oxford parcela para caballero Composición 65% algodón 35% polyester Con logo bordado en el pecho sin bolsillos Talla S x 20 unids ( 46.00 x unidad ) Talla M x 30 unids ( 46.00 x unidad ) Talla L x 30 unids ( 46.00 x unidad ) Talla XL x 20 unids ( 48.00 x unidad ) Talla XXL x 5 unids ( 53.00 x unidad ) Language Line,1.0,4905.0,4905.0,,,,,,,,,,
Proforma 0426-2024.pdf,Teleperformance,02 / 09/ 2024,105 Camisas manga larga en material Oxford parcela para dama Composición 65% algodón 35% polyester Con logo bordado en el pecho sin bolsillos Talla S x 20 unids ( 46.00 x unidad ) Talla M x 30 unids ( 46.00 x unidad ) Talla L x 30 unids ( 46.00 x unidad ) Talla XL x 20 unids ( 46.00 x unidad ) Talla XXL x 5 unids ( 49.00 x unidad ) Language Line,1.0,4845.0,4845.0,,,,,,,,,,
Proforma 0426-2024.pdf,Teleperformance,02 / 09/ 2024,105 Camisas manga larga en material Oxford parcela para dama Composición 65% algodón 35% polyester Con logo bordado en el pecho sin bolsillos Talla S x 20 unids ( 46.00 x unidad ) Talla M x 30 unids ( 46.00 x unidad ) Talla L x 30 unids ( 46.00 x unidad ) Talla XL x 20 unids ( 46.00 x unidad ) Talla XXL x 5 unids ( 49.00 x unidad ) Language Line,1.0,4845.0,4845.0,,,,,,,,,,
Proforma 0426-2024B.pdf,Teleperformance,02 / 09/ 2024,105 Camisas manga larga en material Oxford parcela para caballero Composición 65% algodón 35% polyester Con logo bordado en el pecho sin bolsillos,1.0,2046.0,920.0,,,,,,,,,,
Proforma 0426-2024B.pdf,Teleperformance,02 / 09/ 2024,02 01 105 Camisas manga corta en material Oxford parcela para caballero Composición 65% algodón 35% polyester Con logo bordado en el pecho sin bolsillos,490500.0,2046.0,920.0,,,,,,,,,,
Proforma 0426-2024B.pdf,Teleperformance,02 / 09/ 2024,Dirección: Calle 3 Mz E Lt 18 – Urb Villa el Sol - Pachacamac Teléfono: 51 940298633 Email: contacto@tinnova.pe,490500.0,3046.0,1380.0,,,,,,,,,,
Proforma 0426-2024B.pdf,Teleperformance,02 / 09/ 2024,105 Camisas manga larga en material Oxford parcela para dama Composición 65% algodón 35% polyester Con logo bordado en el pecho sin bolsillos,1.0,2046.0,920.0,,,,,,,,,,
Proforma 0426-2024B.pdf,Teleperformance,02 / 09/ 2024,04 01 105 Camisas manga larga en material Oxford parcela para dama Composición 65% algodón 35% polyester Con logo bordado en el pecho sin bolsillos,484500.0,2046.0,920.0,,,,,,,,,,
Proforma 0426-2024B.pdf,Teleperformance,02 / 09/ 2024,"Dirección: Calle 3 Mz E Lt 18 – Urb Villa el Sol - Pachacamac Teléfono: 51 940298633 Email: contacto@tinnova.pe Precios NO incluyen IGV Oferta solo por la cantidad indicada Tiempo de entrega: 10 días útiles Modalidad de pago: Crédito a 30 días Atentamente, Mauricio Román Mendoza Cel. 940 298 633 DATOS DE LA EMPRESA PARA ORDEN DE COMPRA Razón Social: TINNOVA SOCIEDAD ANÓNIMA CERRADA",484500.0,19500.0,0.0,,,,,,,,,,
Proforma 0427-2021.pdf,Teleperformance,13 / 12 / 2021,Portafotocheck traslucido medidas 9 x 6cm Columbia,112.0,1.1,123.2,,,,,,,,,,
Proforma 0427-2021B.pdf,Teleperformance,13 / 12 / 2021,Portafotocheck traslucido medidas 9 x 6cm Columbia,112.0,1.0,112.0,,,,,,,,,,
Proforma 0427-2022.pdf,Teleperformance,15 / 07 / 2022,"Polos con capucha negro material algodón franela, logo estampado a 1 color . Tallas variadas Teleperfo rmance",42.0,72.8,3057.6,,,,,,,,,,
Proforma 0427-2022.pdf,Teleperformance,15 / 07 / 2022,Entregas a domicilio,1.0,2310.0,1020.0,,,,,,,,,,
Proforma 0427-2024  .pdf,Siemens,02 / 09 / 2024,Stickers autoadhesivos ploteados Medida 14 cm ancho x 5 cm alto 2 colores (No incluye pegado en cada casco ) Siemens,1000.0,2.7,2700.0,,,,,,,,,,
Proforma 0428-2021.pdf,Siemens,13 / 12 / 2021,Placas de aluminio flexible 06 diseños Medida 5 x 3 cm alto aproximadamente Impresión a 1 color serigrafiado al horno Siemens,6.0,20.5,123.0,,,,,,,,,,
Proforma 0428-2022.pdf,Teleperformance,15 / 07 / 2021,Memoria kingston hyperx ddr4 8gb 2666mhz Incluye instalación en sitio. Garantía de 1 año por daños de fabricación. Kingston,42.0,225.0,9450.0,,,,,,,,,,
Proforma 0428-2023.pdf,Siemens  Energy,29 / 09 /2023,Roll Screen Medida 2 metros de alto x 1.5 mts ancho Impresión a full color en lona Incluye funda Siemens,3.0,230.0,690.0,,,,,,,,,,
Proforma 0428-2023.pdf,Siemens  Energy,29 / 09 /2023,Lapiceros ecológicos con logo a 1 color impreso Siemens,100.0,1.8,180.0,,,,,,,,,,
Proforma 0428-2023.pdf,Siemens  Energy,29 / 09 /2023,Libretas ecológicas con 80 hojas papel crema. Logo a full color de hasta 3 x 5 cm Siemens,50.0,6.7,335.0,,,,,,,,,,
Proforma 0428-2024.pdf,Teleperformance,02 / 09 / 2024,Bolsas de cartón liner con logo a 1 color impreso. Medida 30 x 40 x 15 fondo Tp,140.0,2.9,406.0,,,,,,,,,,
Proforma 0428-2024.pdf,Teleperformance,02 / 09 / 2024,Plancha de 150 stickers de 6 x 6 cm. Tp,1.0,375.0,375.0,,,,,,,,,,
Proforma 0428-2024.pdf,Teleperformance,02 / 09 / 2024,Gorros material drill con logo bordado frontal. Talla standard Tp,150.0,12.5,1875.0,,,,,,,,,,
Proforma 0428-2024.pdf,Teleperformance,02 / 09 / 2024,Pines resinados 3 x 4 cm en modelos variados Tp,150.0,9.0,1350.0,,,,,,,,,,
Proforma 0428-2024.pdf,Teleperformance,02 / 09 / 2024,"Tomatodos transparentes con logo a 1 color impreso Cuerpo de color traslúcido, con tapa asa de color sólido y sorbete interior blanco. Para agua caliente y fría. Capacidad: 750 ml. Tp",150.0,14.8,2220.0,,,,,,,,,,
Proforma 0428-2024.pdf,Teleperformance,02 / 09 / 2024,Chocotejas con envoltura de papel sin logo,150.0,2.2,330.0,,,,,,,,,,
Proforma 0428-2024.pdf,Teleperformance,02 / 09 / 2024,Cajas de cartón con sticker impreso en la tapa Medida de la caja 30 x 30 x 12 cm de alto TP,10.0,8.7,87.0,,,,,,,,,,
Proforma 0428-2024B.pdf,Teleperformance,02 / 09 / 2024,Bolsas de cartón liner con logo a 1 color impreso. Medida 35 x 23 x 11 fondo Tp,140.0,2.1,294.0,,,,,,,,,,
Proforma 0428-2024B.pdf,Teleperformance,02 / 09 / 2024,Plancha de 500 stickers de 6 x 6 cm. Tp,1.0,300.0,300.0,,,,,,,,,,
Proforma 0428-2024B.pdf,Teleperformance,02 / 09 / 2024,Gorros material drill con logo bordado frontal. Talla standard Tp,150.0,12.5,1875.0,,,,,,,,,,
Proforma 0428-2024B.pdf,Teleperformance,02 / 09 / 2024,Pines resinados 3 x 4 cm en modelos variados Tp,150.0,9.0,1350.0,,,,,,,,,,
Proforma 0428-2024B.pdf,Teleperformance,02 / 09 / 2024,"Tomatodos transparentes con logo a 1 color impreso Cuerpo de color traslúcido, con tapa metal. Capacidad 600 ml. Alto 23 cm , diámetro 6.5 cm Tp",150.0,14.5,2175.0,,,,,,,,,,
Proforma 0428-2024B.pdf,Teleperformance,02 / 09 / 2024,Chocotejas con envoltura de papel sin logo,150.0,2.2,330.0,,,,,,,,,,
Proforma 0428-2024B.pdf,Teleperformance,02 / 09 / 2024,Cajas de cartón con sticker impreso en la tapa Medida de la caja 30 x 30 x 12 cm de alto TP,10.0,8.7,87.0,,,,,,,,,,
Proforma 0428-2024C.pdf,Teleperformance,02 / 09 / 2024,Bolsas de cartón liner 135 gr. con logo a 1 color impreso. Medida 30 x 22 x 11 fondo Tp,140.0,1.7,238.0,,,,,,,,,,
Proforma 0428-2024C.pdf,Teleperformance,02 / 09 / 2024,Plancha de 500 stickers de 6 x 6 cm. Tp,1.0,300.0,300.0,,,,,,,,,,
Proforma 0428-2024C.pdf,Teleperformance,02 / 09 / 2024,Gorros material drill con logo bordado frontal. Talla standard Tp,150.0,12.5,1875.0,,,,,,,,,,
Proforma 0428-2024C.pdf,Teleperformance,02 / 09 / 2024,Pines resinados 3 x 4 cm en modelos variados Tp,150.0,9.0,1350.0,,,,,,,,,,
Proforma 0428-2024C.pdf,Teleperformance,02 / 09 / 2024,"Tomatodos transparentes con logo a 1 color impreso Cuerpo de color traslúcido, con tapa metal. Capacidad 600 ml. Alto 23 cm , diámetro 6.5 cm Tp",150.0,14.5,2175.0,,,,,,,,,,
Proforma 0428-2024C.pdf,Teleperformance,02 / 09 / 2024,Chocotejas con envoltura de papel sin logo,150.0,2.2,330.0,,,,,,,,,,
Proforma 0428-2024C.pdf,Teleperformance,02 / 09 / 2024,Cajas de cartón con sticker impreso en la tapa Medida de la caja 30 x 30 x 12 cm de alto TP,10.0,8.7,87.0,,,,,,,,,,
Proforma 0429-2021.pdf,Teleperformance,13 / 12 / 2021,Casacas sintetica poder lite color negro Columbia,8.0,700.0,5600.0,,,,,,,,,,
Proforma 0429-2022.pdf,Happyland,15 / 07 / 2022,"Lanyard sublimado a full color. Cinta 2.00 cm ancho, 0.8 mm espesor ,mosquetón giratorio metal. Incluye botella vacía para alcohol de 50 ml.",100.0,5.4,540.0,,,,,,,,,,
Proforma 0429-2022B.pdf,Happyland,15 / 07 / 2022,"Lanyard sublimado a full color. Cinta 2.00 cm ancho, 0.8 mm espesor ,mosquetón giratorio metal. Incluye botella vacía para alcohol de 50 ml. Happylan d",100.0,5.4,540.0,,,,,,,,,,
Proforma 0429-2022B.pdf,Happyland,15 / 07 / 2022,Bolsas material notex con logo a 1 color impreso. Medidas: 40 x 40 x 10 cm Gramaje: 80gr 2 colores de bolsa ( 100 cada uno) Happylan d,200.0,4.6,920.0,,,,,,,,,,
Proforma 0429-2022C.pdf,Happyland,15 / 07 / 2022,"Lanyard sublimado a full color. Cinta 2.00 cm ancho, 0.8 mm espesor ,mosquetón giratorio metal. Incluye botella vacía para alcohol de 50 ml. Happylan d",100.0,5.4,540.0,,,,,,,,,,
Proforma 0429-2022C.pdf,Happyland,15 / 07 / 2022,Bolsas material notex con logo a 1 color impreso. Color turqueza y amarillo Medidas: 30 x 25 x 06 cm Gramaje: 80gr 2 colores de bolsa ( 100 cada uno) Happylan d,200.0,5.2,1040.0,,,,,,,,,,
Proforma 0429-2023.pdf,Oregon Foods,29 / 09 / 2023,Cinta sublimada a full color cosida con mosquetón giratorio Ancho 2 cm 0.08 gr. Fotocheck personalizado a full color en inserto pvc Porta fotocheck plástico traslúcido,100.0,9.5,950.0,,,,,,,,,,
Proforma 0429-2024.pdf,Unna,26 / 08 / 2024,Cajas vacias para colocar riel Medida 29 x 18 x 7 Unna,12.0,36.5,438.0,,,,,,,,,,
Proforma 0429-2024.pdf,Unna,26 / 08 / 2024,Placas de vidrio con nombre personalizado grabado 17 cm Unna,12.0,72.5,870.0,,,,,,,,,,
Proforma 0429-2024.pdf,Unna,26 / 08 / 2024,Trofeo de vidrio con nombre personalizado grabado 17 cm Unna,3.0,87.0,261.0,,,,,,,,,,
Proforma 043-2021.pdf,Teleperformance,04 / 02 / 2021,DJI ESTABILIZADOR OSMO MOBILE 3 DJI,1.0,750.0,750.0,,,,,,,,,,
Proforma 043-2022.pdf,Teleperformance,03 / 02 / 2022,Mascarilla KN95 tipo fish con embolsado unitario Color blanco Mayfield,770.0,0.8701,670.0,,,,,,,,,,
Proforma 043-2022B.pdf,Teleperformance,04 / 02 / 2022,Papelera vaiven plástico Alt 37.8 cm x ancho 23 cm x profundidad 23 cm Basa,42.0,25.0,1050.0,,,,,,,,,,
Proforma 043-2022B.pdf,Teleperformance,04 / 02 / 2022,Papelera torito vaiven Altura 72.5 x diámetro 42 Basa,16.0,105.0,1680.0,,,,,,,,,,
Proforma 043-2022B.pdf,Teleperformance,04 / 02 / 2022,Papelera torito vaiven Altura 72.5 x diámetro 42 Basa,2.0,105.0,210.0,,,,,,,,,,
Proforma 043-2022B.pdf,Teleperformance,04 / 02 / 2022,Papelera bodeguita vaiven 50 L Basa,2.0,100.0,200.0,,,,,,,,,,
Proforma 043-2022B.pdf,Teleperformance,04 / 02 / 2022,Punto ecológico city 53 lts 3 cuerpos City,1.0,460.0,460.0,,,,,,,,,,
Proforma 043-2022B.pdf,Teleperformance,04 / 02 / 2022,Papelera bodeguita 50L Basa,1.0,100.0,100.0,,,,,,,,,,
Proforma 0430-2021.pdf,Siemens,13 / 12 / 2021,Bolsas de papel kraft con asas de soguilla impresión de logo a 1 color Medidas de la bolsa 35 x 23 x 11 cm Siemens,50.0,4.0,200.0,,,,,,,,,,
Proforma 0430-2022.pdf,Teleperformance perú,15 / 07 / 2022,Mochilas de Notex con logo a 2 colores impreso. Bolso Mochila Non – Woven color azul. Medidas: 40 x 30.5 cm Material: Textil sin tejer de fibras sintéticas Gramaje: 80gr. Con estampado a 2 colores.,30.0,0.0,0.0,,,,,,,,,,
Proforma 0430-2022B.pdf,Teleperformance perú,04 / 08 / 2022,Tomatodos con 2 logos a 1 color impreso. Capacidad: 800 ml. Medidas: Altura (Incluida el asa): 25.5 cm. Diámetro: 7.5 cm. Con impresión de logo a dos colores. .,30.0,0.0,0.0,,,,,,,,,,
Proforma 0430-2023.pdf,Blue Marlin Beach Club,29 / 09 / 2023,Acrilico medida A2 grosor 3mm Doblado para colgar cartel internamente Decame ron,1.0,135.0,135.0,,,,,,,,,,
Proforma 0430-2024.pdf,Decameron,02 / 09 / 2024,Mesas auxiliares Largo 60.5 / Ancho 60.5 / Alto 44.8,11.0,68.0,748.0,,,,,,,,,,
Proforma 0430-2024.pdf,Decameron,02 / 09 / 2024,"MARCO SELFIE Estructura de madera con logo en la parte superior y en los laterales con los nombres de los destinos. 6 a cada lado para un total de 12. Madera grabada y pintada. En la parte superior se sugiere contemplar un troquelado de hojas verdes de mdf pintadas. Medidas: 2,45 mt x 2,45 mt",1.0,2700.0,2700.0,,,,,,,,,,
Proforma 0430-2024.pdf,Decameron,02 / 09 / 2024,"MINI VALLA BENEFICIOS Marco de fierro 1,25 metros de ancho x 2,40 metros de largo Tubo de diámetro de 5 cm de ancho Con 2 planchas de acrílico de 3mm e impresión interna en lona backlit (medida interna) 1,16 metros de ancho x 7,75 cm de largo, marcado con la publicidad específica a 4 tintas full color.",1.0,1000.0,1000.0,,,,,,,,,,
Proforma 0430-2024.pdf,Decameron,02 / 09 / 2024,Rompetrafico neon Base de vinil negro mate intercambiable con aplicaciones en material fosforescente y tira led ultravioleta alrededor para generar el efecto deseado. Alto 1.80 mts x 1.18 cm ancho. 2 planchas de acrilico de 5 mm grosor. Efecto solo se aprecia de noche,4.0,1575.0,6300.0,,,,,,,,,,
Proforma 0430-2024B.pdf,Decameron,02 / 09 / 2024,Mesas auxiliares Largo 60.5 / Ancho 60.5 / Alto 44.8,11.0,68.0,748.0,,,,,,,,,,
Proforma 0430-2024B.pdf,Decameron,02 / 09 / 2024,"MARCO SELFIE Estructura de madera con logo en la parte superior y en los laterales con los nombres de los destinos. 6 a cada lado para un total de 12. Madera grabada y pintada. En la parte superior se sugiere contemplar un troquelado de hojas verdes de mdf pintadas. Medidas: 2,45 mt x 2,45 mt",1.0,2700.0,2700.0,,,,,,,,,,
Proforma 0430-2024B.pdf,Decameron,02 / 09 / 2024,"MINI VALLA BENEFICIOS Marco de fierro 1,25 metros de ancho x 2,40 metros de largo Tubo de diámetro de 5 cm de ancho Con 2 planchas de acrílico de 3mm e impresión interna en lona backlit (medida interna) 1,16 metros de ancho x 7,75 cm de largo, marcado con la publicidad específica a 4 tintas full color.",1.0,1000.0,1000.0,,,,,,,,,,
Proforma 0430-2024B.pdf,Decameron,02 / 09 / 2024,Rompetrafico neon Base de vinil negro mate intercambiable con aplicaciones en material fosforescente y tira led ultravioleta alrededor para generar el efecto deseado. Alto 1.80 mts x 1.18 cm ancho. 2 planchas de acrilico de 5 mm grosor. Efecto solo se aprecia de noche,4.0,1575.0,6300.0,,,,,,,,,,
Proforma 0430-2024B.pdf,Decameron,02 / 09 / 2024,"Servicio de traslado de personal (03). Instalación, viáticos, hospedaje, seguros SCTR. Envío de productos hasta el destinatario en Tumbes punta sal",1.0,4000.0,4000.0,,,,,,,,,,
Proforma 0430-2024C.pdf,Decameron,30 / 09 / 2024,Mesas auxiliares Largo 60.5 / Ancho 60.5 / Alto 44.8,11.0,68.0,748.0,,,,,,,,,,
Proforma 0430-2024C.pdf,Decameron,30 / 09 / 2024,"MARCO SELFIE Estructura de madera con logo en la parte superior y en los laterales con los nombres de los destinos. 6 a cada lado para un total de 12. Madera grabada y pintada. En la parte superior se sugiere contemplar un troquelado de hojas verdes de mdf pintadas. Medidas: 2,45 mt x 2,45 mt",1.0,2700.0,2700.0,,,,,,,,,,
Proforma 0430-2024C.pdf,Decameron,30 / 09 / 2024,"MINI VALLA BENEFICIOS Marco de fierro 1,25 metros de ancho x 2,50 metros de largo ( enterrados 50 céntimetros aprox ) Tubo de diámetro de 5 cm de ancho Con 2 planchas de acrílico de 3mm e impresión interna en lona backlit (medida interna) 1,16 metros de ancho x 7,75 cm de largo, marcado con la publicidad específica a 4 tintas full color.",4.0,900.0,3600.0,,,,,,,,,,
